subject	cohort	SNP0	SNP1	SNP2	SNP3	SNP4	SNP5	SNP6	SNP7	SNP8	SNP9	SNP10	SNP11	SNP12	SNP13	SNP14	SNP15	SNP16	SNP17	SNP18	SNP19	SNP20	SNP21	SNP22	SNP23	SNP24	SNP25	SNP26	SNP27	SNP28	SNP29	SNP30	SNP31	SNP32
WTCCC01-11474B6	58C	-0.147681 0.0801828 0.167214 -0.228907 -0.0250301 -0.130977 0.0636457 0.21446 -0.0478738 0.107708 0.155924 0.196385 -0.0416769 0.142228 0.377071 0.388921 0.0177102 0.222746 -0.147526 0.192644 0.406698 0.245509 0.129957 -0.0402894 -0.0500666 -0.0979814 0.130738 -0.00407738 -0.16567 -0.00945104 0.119877 0.246145 0.0154335
WTCCC01-11474C1	58C	-0.0435863 -0.00788599 0.141843 0.0400163 0.429575 0.230228 0.00218758 -0.154534 0.22524 -0.0187035 -0.101634 0.327266 0.0994349 -0.0226234 -0.103513 0.305834 -0.0767413 -0.278927 0.405543 0.198539 -0.194341 0.189265 -0.0803965 -0.02486 0.370111 0.12534 -0.223108 0.0164844 0.0188655 -0.135741 0.00542401 -0.194949 -0.156494
WTCCC01-11474C2	58C	0.0556749 0.051421 0.317051 -0.0486401 -0.161004 -0.0955034 0.0782596 0.268385 0.00501066 0.126246 -0.00555246 -0.392478 -0.213486 -0.105851 -0.0616238 -0.13853 -0.071888 -0.04618 0.245237 -0.26559 -0.0599332 -0.242562 0.0965038 -0.0653607 0.071817 -0.020149 0.318768 0.0558047 0.19351 0.0889735 0.0337289 0.0942959 0.0338042
WTCCC01-11474C3	58C	-0.200262 -0.190186 -0.0453775 0.286797 -0.13647 -0.0054011 -0.126158 0.0562128 -0.154471 -0.02558 -0.250468 -0.1486 0.222703 -0.301297 0.265564 0.362632 0.00985862 -0.00450863 0.157999 0.415181 0.334717 0.149124 -0.225019 0.137033 0.0858032 0.0482352 0.130076 -0.0065254 0.218867 -0.151756 -0.0978687 0.0372316 -0.15861
WTCCC01-11474C4	58C	0.0892667 -0.141268 0.177524 -0.131302 -0.0433139 -0.0132458 0.0772972 0.102505 0.0248864 0.258914 0.0694566 -0.239541 -0.0997627 -0.136502 0.158518 0.227559 0.0585591 0.187598 -0.1535 0.0330123 0.43001 0.113267 0.0887481 0.0120558 -0.0297098 0.188362 -0.0888298 0.0978196 -0.193226 0.0548907 0.033392 -0.191483 0.00979292
WTCCC01-11474C5	58C	0.173268 -0.012192 -0.112805 -0.086722 -0.310259 -0.225419 0.039365 0.0475214 0.207702 -0.11207 -0.0393063 0.0148665 -0.420853 -0.0846491 -0.584099 -0.840924 -0.189779 -0.108992 0.365317 -0.4177 -0.793144 -0.780047 0.12625 -0.299577 -0.0287498 -0.135239 -0.210465 0.0623184 0.261793 0.0395029 -0.0589791 -0.231823 -0.115905
WTCCC01-11474C6	58C	-0.0309135 -0.206774 0.203698 -0.0759086 -0.199336 -0.151137 0.105098 -0.30122 0.160968 0.17675 -0.0788164 -0.0124043 0.163922 -0.340053 0.210781 0.203528 0.0328783 0.275245 0.152833 0.414211 0.327611 0.137075 -0.043948 0.196995 -0.046233 -0.429527 -0.221176 -0.0488236 0.0299865 -0.1652 -0.188465 -0.156676 -0.0823442
WTCCC01-11474D1	58C	-0.115157 0.171846 -0.00778424 -0.0522677 0.145901 0.166427 -0.0622285 0.0983543 -0.0390859 -0.0651366 -0.00299596 -0.0383335 0.0698944 0.0649258 -0.1148 0.249992 -0.344231 -0.0907277 -0.0106883 -0.194282 -0.0467618 0.00172582 -0.258345 -0.102053 -0.254296 0.389939 0.217683 0.192314 -0.0396504 0.273657 0.187877 0.0916685 -0.0630781
WTCCC01-11474D2	58C	-0.0412105 0.0809053 -0.117713 -0.0132508 0.177602 0.217734 -0.377417 -0.0901195 -0.0841668 -0.0104488 0.272552 -0.0265542 0.151697 -0.00500214 -0.118458 0.320048 -0.0370442 0.0628568 -0.150939 -0.107212 -0.0336188 -0.124802 -0.00424413 0.207069 -0.601074 -0.301932 0.101469 0.0163674 -0.214599 -0.283587 -0.123604 -0.110383 0.0635879
WTCCC01-11474D3	58C	-0.00520451 0.0989224 -0.0265871 0.170607 0.394606 0.245131 0.13499 -0.206314 0.136507 0.0795494 0.100183 -0.0191898 0.205474 0.096344 0.261301 0.453393 -0.208843 -0.00413545 -0.152608 -0.175732 0.265698 0.356091 -0.125105 0.0568512 -0.369863 0.110154 0.293709 0.106133 -0.122847 0.269605 0.141584 0.240072 -0.0183872
WTCCC01-11474D4	58C	-0.122178 0.0414023 0.119917 0.108954 0.0521857 0.00587946 -0.0757896 0.0331192 -0.313782 0.0335881 -0.0557641 0.00675122 -0.331082 0.106108 -0.108959 -0.281972 0.0724883 -0.000803742 0.0611641 0.0490518 0.198899 0.00302378 0.0605651 0.108628 0.359808 0.161039 0.040908 0.00395312 0.0152343 -0.0575224 0.0825266 -0.179365 0.0109447
WTCCC01-11474D5	58C	0.142175 0.0219012 -0.00126208 0.109931 0.0978978 0.107871 0.007081 -0.149489 0.342252 -0.126328 0.0423569 -0.0153433 0.0186104 0.100515 0.00304097 -0.278314 -0.292501 0.11345 0.0675814 -0.219333 -0.290191 0.042054 -0.0795435 -0.28884 -0.330739 0.432933 0.199451 0.194443 -0.179389 0.352745 0.136213 0.0312435 -0.339919
WTCCC01-11474D6	58C	0.0157245 0.172014 -0.250036 -0.0120397 0.0894986 0.262792 -0.0691184 0.273072 -0.176417 0.167625 -0.0622423 -0.171154 0.298433 0.0652989 0.209639 0.586914 0.0142363 -0.0187599 -0.236919 0.501298 0.372052 0.468085 0.215158 -0.0253806 0.141157 0.0990132 0.365664 0.0603576 0.0974747 0.305155 0.144832 -0.0880779 0.0766986
WTCCC01-11474E1	58C	0.0604333 0.0213179 -0.343729 0.140366 0.122576 0.00202311 -0.0849169 0.0796962 0.101589 0.0601336 0.242523 0.0539845 0.0541725 -0.158737 -0.055828 -0.02548 -0.0500917 -0.140619 0.0887938 0.177891 -0.0271812 -0.00568647 -0.0664244 0.266288 -0.0701968 -0.115258 -0.0330176 -0.157725 -0.0947268 -0.0802595 0.11213 -0.0971243 -0.134583
WTCCC01-11474E2	58C	0.0941496 -0.0420133 -0.123464 -0.036585 -0.150254 -0.234179 0.126704 0.115325 0.278282 -0.0357787 -0.0116504 -0.0898221 -0.0919459 -0.23987 -0.0964121 -0.441204 -0.0468505 0.180607 -0.261542 0.454006 -0.254351 -0.0347692 -0.0415539 -0.0560316 0.236992 0.147013 0.0171991 0.00371605 0.172663 0.378044 0.187874 0.122945 0.0807803
WTCCC01-11474E3	58C	-0.00611498 -0.289501 -0.0113933 0.000930401 -0.143589 -0.111141 0.171098 -0.0977842 0.375468 0.0134414 -0.154547 0.0254884 0.228412 0.113217 0.267538 0.0776452 0.0657798 -0.173344 0.493822 0.393851 0.344521 0.586815 -0.0259124 0.202334 0.323925 0.359757 -0.102836 -0.0914159 0.260856 -0.123559 -0.20545 -0.114033 0.0227066
WTCCC01-11474E4	58C	0.0952792 0.104475 0.0731215 -0.0432317 0.0324392 -0.0209782 -0.012346 -0.032595 0.0315863 0.142907 -0.212879 0.336453 -0.629088 0.0398896 -0.543059 -0.808157 0.172676 0.250677 -0.138509 -0.501926 -0.431939 -0.82858 0.145126 -0.339987 -0.185607 -0.303939 0.130151 -0.0653891 -0.14733 0.175178 0.0835712 0.148858 -0.0633801
WTCCC01-11474E5	58C	0.0290594 0.332394 -0.200895 0.110032 0.212517 0.0445369 0.0476545 -0.327465 0.184824 0.498489 0.431813 0.281296 -0.730195 -0.0572191 0.108779 -0.0507999 0.163184 0.308964 0.108345 -0.378438 -0.00890581 -0.39429 -0.121532 -0.211989 0.383972 -0.730535 -0.20709 -0.130156 -0.331218 0.072194 -0.108846 0.0224624 -0.214599
WTCCC01-11474E6	58C	-0.00271182 -0.148759 -0.162989 0.14061 0.226916 0.14446 0.249908 -0.0957039 -8.20181e-05 0.135691 0.192431 -0.014189 0.0304795 -0.158207 -0.0530728 -0.331948 0.714937 0.126433 -0.229029 -0.645894 -0.134558 -0.025951 0.146381 -0.0978544 0.205736 -0.371032 0.288733 0.0869493 -0.0561938 0.293075 0.169705 -0.00255668 0.0370467
WTCCC01-11474F2	58C	0.0544421 -0.400284 0.127323 0.11892 0.536232 0.309774 0.077868 -0.507221 0.123597 -0.142948 -0.00917007 -0.213816 0.00197439 0.124577 0.210081 0.590113 0.0171911 -0.0341996 0.23603 -0.0248332 0.17562 0.135904 0.0257313 0.133955 -0.290231 0.16881 0.180784 0.249156 -0.165236 0.0396725 -0.152998 0.0685709 0.142804
WTCCC01-11474F3	58C	0.063408 -0.150348 0.0216217 0.40591 0.0293908 0.11012 0.124167 -0.210633 -0.194758 0.186673 0.0947213 -0.113881 0.134234 -0.433572 -0.195876 0.168727 -0.142015 0.0950989 -0.192245 0.4073 0.0971814 -0.262633 0.0538969 0.168202 -0.0271095 0.097589 0.362761 0.168974 -0.250566 0.266069 0.0983191 0.386508 0.149039
WTCCC01-11474F4	58C	-0.105113 -0.0400658 -0.000601632 0.211565 0.000337894 0.0145352 0.128795 0.380266 -0.198059 0.109702 0.0679122 -0.132501 0.10255 0.00146467 0.285521 0.480589 -0.204364 0.227124 -0.0176543 0.0271086 0.361866 0.249102 -0.00948447 0.449252 0.118081 0.250022 0.0164786 -0.0175393 -0.00688341 -0.117688 -0.103493 -0.0175221 0.0141867
WTCCC01-11474F5	58C	0.0735866 -0.122359 -0.0968075 0.0506214 -0.0352431 -0.0442425 -0.0885171 -0.0624302 -0.0527944 -0.102447 -0.0865433 0.100677 -0.106365 -0.537235 -0.132786 0.151078 0.0136991 -0.0618955 -0.502558 0.395876 -0.290296 -0.251572 0.0396476 0.248931 -0.166986 -0.819023 0.0458448 -0.050615 0.0743134 -0.171592 -0.058572 -0.20925 0.00648785
WTCCC01-11474F6	58C	0.0168731 -0.291117 0.186986 -0.0360801 -0.168015 -0.221587 -0.265302 -0.171738 -0.0410729 -0.0921555 0.198427 -0.222742 -0.35576 0.0424971 -0.673005 -0.809801 -0.113576 0.0667844 -0.230351 -0.631067 -0.597495 -0.738678 0.165954 -0.367701 -0.297905 0.0636612 0.294675 -0.0582313 0.0643138 0.464065 0.0141309 -0.106794 -0.169204
WTCCC01-11474G1	58C	0.315981 0.0429151 -0.218863 0.0487012 0.0391492 0.21329 -0.273759 -0.264793 0.267399 -0.252876 -0.187816 -0.0169457 -0.461642 0.239667 -0.929372 -0.652932 0.0753188 0.0345299 0.0918533 -0.50286 -0.730968 -0.763323 -0.110556 -0.528365 0.416221 0.253547 -0.130414 0.172674 0.106199 0.272261 -0.0587383 -0.130018 -0.283569
WTCCC01-11474G2	58C	0.0241027 -0.263526 0.0867374 0.106024 -0.0123499 0.0370423 0.132948 0.207604 0.146986 0.254524 0.191709 0.120933 0.0637714 -0.413826 0.250643 -0.106571 0.119733 0.127567 -0.117631 0.128755 0.547367 0.12522 0.37068 0.0452335 -0.324857 -0.247268 -0.0258735 0.0522637 -0.234354 0.00431603 -0.0806344 0.181389 0.000341637
WTCCC01-11474G3	58C	-0.0551884 -0.0549052 0.167014 -0.088059 -0.145037 -0.0264536 0.1038 0.336345 -0.268119 -0.0406657 0.086872 0.00994168 0.146458 -0.169653 0.301285 0.335407 -0.0101553 0.058509 0.0188066 0.331231 0.441084 0.0711208 0.115005 0.0333064 -0.039324 0.104003 -0.125833 -0.272153 -0.0627898 -0.211911 0.131477 -0.0967664 0.0159053
WTCCC01-11474G4	58C	0.0577789 0.0506265 -0.0401832 0.126999 -0.232681 -0.151065 0.166491 0.37064 -0.158015 -0.00148096 0.149855 -0.227415 0.0245419 0.0495656 -0.0561981 -0.345808 0.120056 -0.198748 -0.0987357 0.27621 0.00770657 0.0229281 0.0167305 -0.187304 0.332799 -0.0410975 -0.0463551 -0.305043 0.0375999 -0.0574757 -0.0125977 -0.12359 -0.0586225
WTCCC01-11474G5	58C	-0.0255375 -0.337913 0.168251 0.104992 0.0941331 0.228689 0.0731439 -0.0816989 -0.0468864 0.0738577 -0.14685 -0.0571817 -0.563485 -0.0158839 -0.808498 -0.35749 -0.104963 -0.0537335 -0.0393995 -0.368542 -0.719499 -0.57854 0.0589835 -0.184778 -0.0509037 0.242108 -0.186623 0.174404 0.0938206 -0.182691 -0.20253 0.00374371 0.0312176
WTCCC01-11474G6	58C	0.0131509 0.158565 0.074393 -0.123072 0.220494 -0.152017 0.00648266 -0.00225946 -0.0147432 0.134046 0.0904966 -0.228327 -0.137044 -0.186077 -0.150306 -0.319304 0.0312545 0.145168 -0.161698 0.375354 0.0521377 -0.228596 0.028295 0.171713 0.0335631 -0.135555 0.227979 -0.0213784 -0.191672 0.413738 0.202766 0.328936 0.262267
WTCCC01-11474H1	58C	0.0111729 0.115327 0.0211966 -0.0714059 -0.0579835 -0.174751 -0.50254 -0.190417 -0.0157193 -0.20562 -0.0999166 -0.0386042 -0.0416656 -0.178161 -0.0591337 -0.214433 0.0373541 0.0319602 -0.211773 -0.280689 -0.171695 0.0109763 -0.0599726 0.124197 -0.0659495 0.0672787 -0.320425 -0.0875242 0.368017 -0.0772527 -0.0497343 -0.0846091 -0.0625578
WTCCC01-11474H2	58C	0.13136 0.17546 -0.00552069 0.111449 0.0439475 -0.0445994 -0.0489562 -0.104972 0.146036 0.0903075 0.0121583 0.0537421 -0.504646 0.0778742 -0.551396 -0.684113 -0.259494 0.046258 0.111342 -0.632957 -0.451765 -0.772078 -0.169816 -0.163281 -0.203473 -0.0113554 0.120112 0.0310436 -0.104414 0.272125 0.035382 0.403965 0.0775235
WTCCC01-11474H3	58C	0.106268 -0.116931 0.120394 0.0272573 0.35542 0.0116872 -0.119315 0.0382869 -0.0252657 -0.0699811 0.228366 -0.0211141 0.129363 -0.254735 0.199117 0.34164 -0.16411 0.0808511 0.0686644 0.136655 0.275399 0.264035 -0.057213 0.320457 -0.0291565 -0.415827 -0.0314411 -0.0127194 -0.0647861 -0.0209781 -0.0284281 0.0848198 -0.0642671
WTCCC01-11474H4	58C	-0.0557697 -0.126468 0.181606 0.362641 0.170563 0.180822 0.0368842 0.246031 0.173651 -0.00659042 0.125568 -0.00081027 -0.369417 -0.0918494 -0.745295 -0.568241 -0.0884191 0.13845 -0.0864747 -0.561572 -0.561626 -0.834161 -0.09002 -0.375427 0.0529536 -0.40873 -0.073718 0.0624111 -0.252491 -0.0118633 0.062553 0.206591 -0.037588
WTCCC01-11474H5	58C	0.135692 0.15117 -0.159933 -0.0511802 0.104396 -0.0361544 -0.386413 -0.0534023 0.103026 -0.164472 0.048136 -0.257698 0.344687 0.0788689 0.255358 0.377284 -0.151541 -0.166587 0.0705059 -0.0195851 0.167495 0.036153 0.359378 -0.045648 -0.497931 -0.553102 -0.110704 -0.172153 0.00465761 0.10437 0.0118194 -0.308518 -0.0461645
WTCCC01-11474H6	58C	0.258524 -0.0749651 -0.10308 -0.163647 -0.0131018 -0.205074 -0.434505 -0.0411562 0.292552 -0.0752203 0.184205 0.227719 -0.0132057 -0.18025 0.143928 0.277834 -0.384099 0.0885517 0.127568 0.227193 0.394273 0.486752 -0.196767 0.140311 0.0923729 0.0693447 -0.295157 -0.1387 0.0373636 0.0520362 0.0108231 0.0247567 -0.0653356
WTCCC01-11476A1	58C	-0.109697 0.0805123 0.33342 -0.187859 0.0697759 0.11468 0.0284187 0.10438 -0.171196 -0.139928 -0.522102 -0.0372607 -0.354131 0.150491 -0.680809 -0.653351 0.0403829 -0.0391996 -0.523739 -0.223876 -0.619838 -0.954378 -0.0614361 -0.213111 -0.0107164 0.074851 0.0347277 0.0660876 0.16926 0.0370041 0.0275158 0.00983426 -0.0454559
WTCCC01-11476A2	58C	0.0751801 0.090849 -0.216659 -0.220915 -0.102386 0.130997 0.0167127 -0.0476361 -0.193161 -0.02024 -0.115423 -0.290051 0.11934 -0.00897611 0.286382 0.38103 0.0745872 0.0116665 -0.166521 -0.0123748 0.351884 -0.0101267 -0.00982739 0.0449385 -0.052279 -0.0274937 0.0345329 0.0226895 -0.100955 -0.0394301 0.159578 -0.100117 0.135103
WTCCC01-11476A3	58C	0.00723603 -0.0303361 -0.00272124 0.0593682 -0.199524 0.0781445 0.192603 -0.216178 -0.290978 0.113424 -0.015696 -0.0681088 -0.046524 -0.0522155 -0.147411 -0.144173 0.0827192 0.000589862 -0.238623 -0.145008 -0.146115 -0.214112 0.302239 -0.0102931 -0.018878 0.0478599 0.0540127 -0.037163 -0.211462 -0.0371838 0.0672891 0.0290479 0.0245669
WTCCC01-11476A4	58C	0.00955281 0.0177112 -0.285767 -0.234507 -0.32499 -0.139372 0.0799067 0.0904513 -0.296272 0.0604936 -0.0255195 -0.0147983 -0.567055 -0.115322 -0.723883 -0.729535 0.0689465 -0.0807985 -0.139002 -0.795958 -0.521298 -0.929026 0.230596 -0.440885 -0.0414325 0.0330121 0.500768 0.0726261 -0.305916 0.40349 0.154914 0.166003 0.0289673
WTCCC01-11476A5	58C	0.0238663 0.182573 0.0586698 -0.215245 0.19522 0.0919845 -0.0255951 -0.115616 0.233435 -0.211005 -0.558754 -0.145391 0.33403 0.0191995 0.16565 0.418542 -0.163329 -0.105293 0.430466 0.178692 0.068096 0.0185048 -0.209167 0.280877 0.35342 0.0927181 0.219231 6.80865e-06 0.276658 -0.211511 0.0071998 -0.265535 -0.0534021
WTCCC01-11476A6	58C	-0.122293 -0.0114427 -0.13008 -0.0827642 -0.110424 0.0979695 0.23823 -0.115214 -0.213242 0.0775614 0.138469 -0.0476983 -0.630208 -0.140688 -0.587543 -0.532291 -0.0867994 0.0714867 -0.298548 -0.841104 -0.557214 -0.884471 0.0772496 -0.128915 0.0696441 0.0140557 0.0925702 0.0170884 -0.239859 -0.0848952 0.0568892 0.0555917 0.120905
WTCCC01-11476B1	58C	-0.0226635 -0.0258391 -0.0594016 0.100347 0.151628 0.145177 0.187922 0.113649 -0.0782775 0.0573702 -0.00748022 0.156836 -0.0438865 0.394046 -0.0747721 -0.0564513 0.0760073 0.0445358 -0.0894929 0.316244 -0.091484 -0.260612 0.309044 -0.265697 -0.245778 -0.139902 -0.0834372 0.0288375 -0.271339 -0.0147909 0.0552764 0.00926834 -0.0912054
WTCCC01-11476B2	58C	-0.0328398 -0.157283 -0.130285 -0.161245 -0.00877684 -0.0285977 -0.153316 0.0990105 -0.0316617 -0.0109481 0.0742327 -0.113569 0.0575564 -0.115481 0.0179004 0.149641 0.0717433 -0.0812569 -0.0547881 0.245585 0.0244563 -0.107567 -0.197663 -0.0243465 0.00374587 0.0164834 -0.224794 -0.0712423 0.00632728 0.0135503 0.0931991 -0.122842 -0.0973487
WTCCC01-11476B3	58C	-0.00403645 0.0738646 -0.12272 -0.0465488 0.12395 -0.00296282 -0.406027 -0.232905 -0.0117858 0.144983 -0.236883 -0.138161 0.124814 -0.121618 0.236837 0.0227442 -0.179193 0.142249 -0.0052265 0.336401 0.397924 0.403765 0.325948 0.69619 -0.0303313 0.222326 -0.149163 0.0640946 0.269886 -0.04045 0.175088 0.0143113 0.0360954
WTCCC01-11476B4	58C	-0.125233 -0.112546 -0.0178199 0.134269 -0.272662 0.0451463 0.276683 0.0761719 -0.208799 0.0494462 0.0731679 -0.155837 0.113425 0.00842587 0.241381 0.470329 0.112509 0.266436 -0.0630121 -0.240597 0.0894362 0.167958 0.372756 -0.174431 0.160959 -0.219677 0.0965879 0.0142629 -0.274183 -0.138936 0.177285 0.119752 0.0124859
WTCCC01-11476B5	58C	-0.297143 -0.388033 0.092458 0.251138 0.384089 0.34967 -0.22252 0.100844 -0.0237332 0.0885437 -0.127333 -0.025529 0.341936 0.0100369 0.200184 0.196901 -0.0197871 -0.00114049 -0.276175 0.208423 -0.0694686 0.193175 0.131439 -0.13014 -0.366655 0.152646 0.504259 0.252675 0.238487 0.18867 0.0923351 0.0182927 0.075228
WTCCC01-11476B6	58C	-0.014935 -0.0883518 0.0321011 0.000940082 -0.303328 -0.0952277 -0.0493246 0.174265 -0.0799397 0.0775642 -0.193225 0.030808 -0.16836 0.208493 -0.0738849 -0.277485 0.0447443 0.0607136 -0.0405447 -0.0618721 0.0797164 -0.0592237 0.132839 -0.0474005 -0.13117 -0.0333065 0.0265068 -0.0594829 0.141694 -0.110404 0.0195471 0.0425261 -0.110331
WTCCC01-11476C1	58C	-0.128497 0.0814674 0.11747 -0.00131238 0.0575408 -0.101182 -0.514116 0.133981 0.262687 -0.0343678 -0.0299118 -0.00987329 -0.0511868 -0.0903362 -0.204985 0.0754927 -0.221461 0.0274802 0.356757 0.141191 -0.0185587 0.0725943 -0.281928 0.144411 0.286812 0.263447 -0.0879729 0.0323623 0.25541 -0.338759 -0.17266 -0.23061 -0.0528177
WTCCC01-11476C2	58C	0.0234541 -0.00939279 0.0582607 0.0560509 0.17377 -0.0625391 0.104965 -0.288041 -0.0678091 -0.171945 0.0850815 -0.101762 -0.0689603 0.00791277 0.0432264 0.119301 -0.0833765 -0.066803 0.0710195 -0.255112 -0.257025 -0.267764 0.0157861 -0.122648 -0.0159612 -0.156614 0.302114 -0.0349861 -0.267797 -0.232627 -0.0823316 -0.119287 -0.069542
WTCCC01-11476C3	58C	-0.132359 -0.0546543 0.0591873 -0.00387193 0.112905 0.193264 0.0942467 -0.0273434 -0.0474641 0.00779947 0.0896682 0.00609343 0.610079 0.163058 0.26313 0.614959 0.19466 0.227127 -0.00381102 -0.110733 0.349104 -0.218175 0.179561 0.0150535 -0.352888 -0.269931 -0.0607416 0.0925303 0.00962052 -0.216099 -0.162042 0.139479 0.0509207
WTCCC01-11476C4	58C	0.10812 0.00343324 0.0446717 0.36714 -0.0429606 -0.354664 0.259726 0.113557 -0.428167 -0.0029647 0.141685 -0.111592 -0.106156 0.0228989 -0.00787065 -0.522257 0.0402342 -0.0265236 -0.0920247 -0.218468 0.117692 -0.341017 0.160488 0.0385246 -0.328103 -0.435517 0.115432 -0.0171977 -0.214288 -0.0354908 0.0325052 -0.0202523 0.100627
WTCCC01-11476C5	58C	-0.0734053 -0.0498957 0.209164 -0.0607451 0.227192 0.280702 -0.0503202 0.192852 0.0913618 -0.0720028 0.0879643 -0.0297803 -0.348394 -0.034133 -0.0726803 0.250227 -0.215253 0.0402547 0.278295 -0.23738 -0.16272 -0.12458 -0.0394447 0.292527 -0.180546 -0.221396 0.153066 -0.145883 0.00734316 -0.137966 -0.0140748 0.00775669 0.036966
WTCCC01-11476C6	58C	-0.195324 -0.0437272 0.0101201 -0.10783 0.52524 0.299902 -0.121362 -0.0387393 -0.0556291 0.124246 -0.151777 0.114122 0.157802 0.217696 -0.0352522 0.366749 0.0110652 0.0104893 -0.129086 -0.172951 -0.0379075 -0.303012 0.00732579 -0.0356834 -0.0108552 -0.233425 0.097854 -0.0580254 -0.273947 -0.125733 -0.224232 -0.166754 0.032388
